房屋信息链接,房屋区域,房屋面积,装修,楼层,年份,房屋类型,价格,县区,室,厅
https://sy.lianjia.com/ershoufang/102106766479.html,26,81,1,1,2010,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102108875296.html,17,81,1,1,2000,3,72.0,5,3,1
https://sy.lianjia.com/ershoufang/102108895369.html,50,88,2,0,2020,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102106766479.html,26,81,1,1,2010,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102107579839.html,17,78,1,0,2001,2,63.8,5,3,1
https://sy.lianjia.com/ershoufang/102108643825.html,16,77,1,2,2017,3,70.0,5,3,1
https://sy.lianjia.com/ershoufang/102106222867.html,33,88,2,1,2014,3,78.0,5,3,2
https://sy.lianjia.com/ershoufang/102106925299.html,16,83,2,1,2004,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102107313783.html,50,86,1,0,2019,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102106826733.html,33,90,2,0,2011,3,78.0,5,3,1
https://sy.lianjia.com/ershoufang/102108736161.html,50,88,1,0,2020,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102108736137.html,50,88,1,0,2020,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102108221753.html,16,87,1,1,2004,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102108398676.html,16,82,2,0,2004,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102106204531.html,50,86,1,1,2019,3,82.0,5,3,1
https://sy.lianjia.com/ershoufang/102105509344.html,50,88,2,1,2020,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102104880293.html,33,88,2,1,2013,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102103165613.html,33,88,2,0,2013,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102106495034.html,33,76,1,1,2013,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102107609489.html,50,86,1,1,2019,3,79.9,5,3,1
https://sy.lianjia.com/ershoufang/102102030821.html,33,77,2,2,2012,3,73.5,5,3,2
https://sy.lianjia.com/ershoufang/102108217681.html,51,90,1,2,2003,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102107815735.html,33,86,1,1,2013,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102108246560.html,50,86,0,1,2019,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102107815735.html,33,86,1,1,2013,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102105113401.html,50,85,2,1,2016,3,67.0,5,3,1
https://sy.lianjia.com/ershoufang/102108246560.html,50,86,0,1,2019,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102106648831.html,50,86,0,1,2019,3,79.0,5,3,2
https://sy.lianjia.com/ershoufang/102108385160.html,50,80,2,0,2020,3,69.5,5,3,2
https://sy.lianjia.com/ershoufang/102107766593.html,33,81,2,2,2010,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102108809915.html,50,88,0,2,2021,3,69.5,5,3,2
https://sy.lianjia.com/ershoufang/102108108809.html,58,89,1,2,2012,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102104110713.html,50,86,1,1,2019,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102107004563.html,21,83,1,2,2010,3,79.0,5,3,1
https://sy.lianjia.com/ershoufang/102106716440.html,50,86,1,0,2019,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102107913925.html,50,85,1,2,2015,3,70.0,5,3,1
https://sy.lianjia.com/ershoufang/102107556170.html,44,85,1,2,2000,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102108281569.html,44,88,2,2,2006,2,75.0,5,3,1
https://sy.lianjia.com/ershoufang/102107449437.html,50,88,0,2,2021,3,66.0,5,3,1
https://sy.lianjia.com/ershoufang/102106937274.html,44,88,2,2,2006,2,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102105485108.html,33,87,1,1,2012,3,75.0,5,3,1
https://sy.lianjia.com/ershoufang/102108672210.html,17,88,1,2,2006,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102107302025.html,21,82,1,2,2010,3,82.0,5,3,1
https://sy.lianjia.com/ershoufang/102108703513.html,17,77,1,1,1997,2,64.0,5,3,1
https://sy.lianjia.com/ershoufang/102106890871.html,50,87,0,0,2021,3,90.0,5,3,1
https://sy.lianjia.com/ershoufang/102108397501.html,17,88,1,0,2011,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102106579180.html,16,76,1,2,2007,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102108592109.html,17,80,1,0,2001,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102107503153.html,17,80,1,1,2001,2,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102108661469.html,58,88,2,2,2016,3,87.0,5,3,1
https://sy.lianjia.com/ershoufang/102108674400.html,21,76,1,2,2008,3,76.0,5,3,1
https://sy.lianjia.com/ershoufang/102106172109.html,66,87,1,0,2004,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102106201616.html,50,88,0,1,2021,3,89.0,5,3,1
https://sy.lianjia.com/ershoufang/102108610592.html,50,88,0,2,2021,3,78.0,5,3,2
https://sy.lianjia.com/ershoufang/102108169339.html,33,89,2,2,2009,3,66.0,5,3,1
https://sy.lianjia.com/ershoufang/102108140042.html,26,78,1,1,2009,3,74.0,5,3,1
https://sy.lianjia.com/ershoufang/102108025558.html,26,77,1,2,2010,3,79.8,5,3,1
https://sy.lianjia.com/ershoufang/102108668684.html,58,86,1,0,2011,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102108679006.html,14,87,1,1,1998,3,62.0,5,3,2
https://sy.lianjia.com/ershoufang/102108486194.html,26,70,1,2,2009,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102104434695.html,33,88,2,2,2011,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102108169339.html,33,89,2,2,2009,3,66.0,5,3,1
https://sy.lianjia.com/ershoufang/102108610592.html,50,88,0,2,2021,3,78.0,5,3,2
https://sy.lianjia.com/ershoufang/102108411755.html,33,89,1,2,2013,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102106657294.html,33,88,2,0,2013,3,70.0,5,3,1
https://sy.lianjia.com/ershoufang/102108607995.html,50,88,1,1,2021,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102107332549.html,50,83,1,2,2011,3,62.5,5,3,1
https://sy.lianjia.com/ershoufang/102107439004.html,50,82,2,2,2017,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102107212615.html,50,82,2,2,2017,3,63.0,5,3,2
https://sy.lianjia.com/ershoufang/102106933463.html,17,75,1,1,2003,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102107501286.html,44,83,1,0,1995,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102107652203.html,61,88,0,1,2007,3,75.0,5,3,1
https://sy.lianjia.com/ershoufang/102108716240.html,17,80,1,1,2001,2,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102103036005.html,44,79,1,0,1999,3,64.0,5,3,1
https://sy.lianjia.com/ershoufang/102107825479.html,33,88,2,1,2013,3,69.8,5,3,1
https://sy.lianjia.com/ershoufang/102106630583.html,16,71,1,2,2010,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102107571268.html,50,83,2,0,2020,3,77.0,5,3,1
https://sy.lianjia.com/ershoufang/102108157477.html,26,87,2,2,2000,3,77.5,5,3,1
https://sy.lianjia.com/ershoufang/102108474378.html,33,78,1,1,2012,3,63.8,5,3,1
https://sy.lianjia.com/ershoufang/102108362715.html,50,83,1,2,2017,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102102791446.html,16,87,2,1,2005,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102104174991.html,44,88,2,1,1999,3,66.0,5,3,1
https://sy.lianjia.com/ershoufang/102108701379.html,16,85,2,2,2009,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102107573730.html,16,82,1,0,2004,3,88.0,5,3,1
https://sy.lianjia.com/ershoufang/102107923307.html,20,89,1,2,2018,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102107578909.html,20,89,1,2,2018,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107877131.html,50,88,2,2,2018,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102108071804.html,51,81,2,0,2003,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102108740111.html,21,84,2,2,2007,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102104410635.html,50,89,2,1,2014,3,67.8,5,3,1
https://sy.lianjia.com/ershoufang/102108362715.html,50,83,1,2,2017,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102102791446.html,16,87,2,1,2005,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102107877131.html,50,88,2,2,2018,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102108609177.html,56,89,2,0,2013,2,69.8,5,3,1
https://sy.lianjia.com/ershoufang/102107578909.html,20,89,1,2,2018,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107923307.html,20,89,1,2,2018,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108740111.html,21,84,2,2,2007,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102108071804.html,51,81,2,0,2003,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102104607453.html,50,88,0,1,2019,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102108449608.html,50,88,2,1,2019,3,64.0,5,3,2
https://sy.lianjia.com/ershoufang/102108796795.html,50,89,2,2,2016,3,62.8,5,3,2
https://sy.lianjia.com/ershoufang/102108261536.html,26,77,1,2,2009,3,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102103910777.html,17,75,1,1,2003,3,61.5,5,3,1
https://sy.lianjia.com/ershoufang/102107673668.html,50,83,2,2,2016,3,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102107995759.html,50,89,0,0,2023,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102106323969.html,50,82,2,2,2018,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102105616830.html,50,89,2,2,2016,3,67.0,5,3,2
https://sy.lianjia.com/ershoufang/102106908387.html,50,82,2,2,2018,3,67.0,5,3,2
https://sy.lianjia.com/ershoufang/102108041361.html,26,77,2,1,2010,3,76.8,5,3,1
https://sy.lianjia.com/ershoufang/102107660222.html,58,89,1,2,2013,3,72.0,5,3,1
https://sy.lianjia.com/ershoufang/102106921156.html,33,88,1,2,2013,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102106222978.html,50,82,1,2,2018,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102105928693.html,50,89,2,1,2016,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102106974078.html,61,86,1,1,2007,3,89.0,5,3,1
https://sy.lianjia.com/ershoufang/102106514507.html,50,89,0,0,2019,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102107491713.html,20,89,1,0,2018,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108800497.html,16,83,1,1,2004,3,83.0,5,3,1
https://sy.lianjia.com/ershoufang/102108797602.html,16,85,1,2,2004,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102107388778.html,50,82,2,0,2018,3,69.9,5,3,2
https://sy.lianjia.com/ershoufang/102108104049.html,33,78,2,2,2012,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102108699766.html,50,88,2,0,2017,3,75.8,5,3,1
https://sy.lianjia.com/ershoufang/102108816291.html,31,88,2,2,2012,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102108844262.html,58,81,1,1,2013,3,72.0,5,3,1
https://sy.lianjia.com/ershoufang/102107384216.html,50,87,2,0,2017,3,61.8,5,3,1
https://sy.lianjia.com/ershoufang/102108867836.html,50,86,2,0,2012,3,68.0,5,3,1
https://sy.lianjia.com/ershoufang/102107977367.html,50,82,1,1,2018,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102107926243.html,50,81,0,1,2020,3,62.0,5,3,2
https://sy.lianjia.com/ershoufang/102108800497.html,16,83,1,1,2004,3,83.0,5,3,1
https://sy.lianjia.com/ershoufang/102108797602.html,16,85,1,2,2004,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102108740591.html,50,89,1,1,2018,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102108846099.html,50,87,1,0,2010,3,79.0,5,3,1
https://sy.lianjia.com/ershoufang/102106514507.html,50,89,0,0,2019,3,63.0,5,3,1
https://sy.lianjia.com/ershoufang/102106222978.html,50,82,1,2,2018,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102107673668.html,50,83,2,2,2016,3,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102105616830.html,50,89,2,2,2016,3,67.0,5,3,2
https://sy.lianjia.com/ershoufang/102108041361.html,26,77,2,1,2010,3,76.8,5,3,1
https://sy.lianjia.com/ershoufang/102108721050.html,50,86,2,1,2019,3,83.0,5,3,1
https://sy.lianjia.com/ershoufang/102108261536.html,26,77,1,2,2009,3,66.0,5,3,2
https://sy.lianjia.com/ershoufang/102108104049.html,33,78,2,2,2012,3,62.0,5,3,1
https://sy.lianjia.com/ershoufang/102107541778.html,50,95,2,2,2020,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102108640682.html,50,98,2,1,2020,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102107947489.html,50,96,2,0,2019,3,89.99,5,3,2
https://sy.lianjia.com/ershoufang/102107158733.html,33,104,1,1,2000,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102106769317.html,33,104,2,0,2009,3,77.0,5,3,2
https://sy.lianjia.com/ershoufang/102106620134.html,33,104,2,1,2009,3,81.0,5,3,2
https://sy.lianjia.com/ershoufang/102106733617.html,50,99,0,1,2020,0,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107192643.html,26,97,1,2,2008,2,76.5,5,3,2
https://sy.lianjia.com/ershoufang/102105312802.html,50,106,1,2,2013,3,78.0,5,3,1
https://sy.lianjia.com/ershoufang/102108538054.html,50,109,0,2,2020,0,62.0,5,3,2
https://sy.lianjia.com/ershoufang/102106902995.html,50,109,1,0,2020,0,81.0,5,3,2
https://sy.lianjia.com/ershoufang/102107679472.html,50,109,1,2,2020,0,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102106210682.html,19,104,1,2,2004,3,73.0,5,3,1
https://sy.lianjia.com/ershoufang/102108054828.html,61,108,1,2,2002,3,79.0,5,3,1
https://sy.lianjia.com/ershoufang/102106235335.html,61,103,2,2,2004,3,78.0,5,3,2
https://sy.lianjia.com/ershoufang/102106865309.html,50,98,1,2,2020,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102107499056.html,50,98,0,2,2020,3,86.0,5,3,1
https://sy.lianjia.com/ershoufang/102106492427.html,61,107,2,0,2007,3,87.0,5,3,2
https://sy.lianjia.com/ershoufang/102108537870.html,50,99,0,1,2020,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107423674.html,50,97,2,0,2020,3,83.0,5,3,2
https://sy.lianjia.com/ershoufang/102108775230.html,50,99,2,1,2020,0,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102108493284.html,50,109,1,0,2020,0,76.6,5,3,2
https://sy.lianjia.com/ershoufang/102108079906.html,14,104,1,2,2001,3,62.0,5,3,2
https://sy.lianjia.com/ershoufang/102104356997.html,50,97,0,2,2019,3,83.0,5,3,1
https://sy.lianjia.com/ershoufang/102108610427.html,50,98,0,2,2019,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102108145712.html,14,104,2,1,2007,3,73.0,5,3,2
https://sy.lianjia.com/ershoufang/102108760147.html,14,102,1,2,2000,3,65.0,5,3,1
https://sy.lianjia.com/ershoufang/102108040256.html,66,110,1,1,2009,3,87.0,5,3,2
https://sy.lianjia.com/ershoufang/102107910212.html,19,91,2,2,2011,0,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108283591.html,50,95,1,0,2020,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102106859284.html,50,98,0,1,2019,3,86.0,5,3,2
https://sy.lianjia.com/ershoufang/102105317599.html,19,91,2,1,2011,0,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102107031860.html,50,95,2,2,2020,3,86.0,5,3,1
https://sy.lianjia.com/ershoufang/102108882996.html,66,104,1,2,2004,3,68.0,5,3,2
https://sy.lianjia.com/ershoufang/102105010547.html,61,106,1,2,2007,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108186023.html,50,100,1,0,2020,0,73.0,5,3,1
https://sy.lianjia.com/ershoufang/102106048227.html,61,94,1,2,2007,3,74.0,5,3,1
https://sy.lianjia.com/ershoufang/102107863063.html,14,90,2,1,1998,3,72.0,5,3,1
https://sy.lianjia.com/ershoufang/102108248990.html,50,109,1,0,2020,0,74.5,5,3,1
https://sy.lianjia.com/ershoufang/102108086689.html,50,98,1,2,2020,3,76.0,5,3,2
https://sy.lianjia.com/ershoufang/102104484511.html,21,99,2,1,2007,3,83.0,5,3,2
https://sy.lianjia.com/ershoufang/102107300848.html,50,109,1,0,2020,0,78.0,5,3,1
https://sy.lianjia.com/ershoufang/102108538008.html,50,99,0,1,2020,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107373401.html,50,94,1,2,2020,3,88.0,5,3,2
https://sy.lianjia.com/ershoufang/102107798223.html,50,98,2,2,2019,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102107881648.html,14,99,1,2,2005,3,82.0,5,3,1
https://sy.lianjia.com/ershoufang/102107608833.html,50,96,2,1,2019,3,88.0,5,3,1
https://sy.lianjia.com/ershoufang/102108782460.html,50,94,2,0,2020,3,83.0,5,3,2
https://sy.lianjia.com/ershoufang/102107300848.html,50,109,1,0,2020,0,78.0,5,3,1
https://sy.lianjia.com/ershoufang/102105010547.html,61,106,1,2,2007,3,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102107798223.html,50,98,2,2,2019,3,90.0,5,3,2
https://sy.lianjia.com/ershoufang/102108538008.html,50,99,0,1,2020,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102107445581.html,21,99,2,0,2007,3,82.0,5,3,2
https://sy.lianjia.com/ershoufang/102105813914.html,50,95,0,1,2019,3,78.9,5,3,2
https://sy.lianjia.com/ershoufang/102107490233.html,50,98,0,2,2019,3,77.0,5,3,2
https://sy.lianjia.com/ershoufang/102107708021.html,19,91,1,1,2011,0,81.0,5,3,2
https://sy.lianjia.com/ershoufang/102108839692.html,50,99,0,2,2020,0,75.0,5,3,1
https://sy.lianjia.com/ershoufang/102108605437.html,33,109,2,2,2009,3,80.0,5,3,2
https://sy.lianjia.com/ershoufang/102105998178.html,33,109,1,0,2009,3,61.0,5,3,1
https://sy.lianjia.com/ershoufang/102105627475.html,14,98,2,2,2007,3,82.0,5,3,1
https://sy.lianjia.com/ershoufang/102106090372.html,50,94,2,0,2020,3,88.0,5,3,2
https://sy.lianjia.com/ershoufang/102106999436.html,19,97,1,2,2000,3,79.0,5,3,2
https://sy.lianjia.com/ershoufang/102108459041.html,50,98,2,0,2019,3,84.99,5,3,2
https://sy.lianjia.com/ershoufang/102107187374.html,33,93,2,0,2020,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102107934134.html,33,90,2,1,2012,3,76.0,5,3,1
https://sy.lianjia.com/ershoufang/102106957875.html,50,98,0,1,2020,3,82.99,5,3,2
https://sy.lianjia.com/ershoufang/102106077702.html,50,98,0,1,2020,3,79.8,5,3,2
https://sy.lianjia.com/ershoufang/102108559412.html,19,100,1,2,2005,3,71.5,5,3,1
https://sy.lianjia.com/ershoufang/102108834377.html,61,94,1,1,2007,3,89.8,5,3,2
https://sy.lianjia.com/ershoufang/102108873510.html,50,95,0,2,2019,3,72.0,5,3,2
https://sy.lianjia.com/ershoufang/102106240567.html,50,98,0,0,2020,3,81.0,5,3,2
https://sy.lianjia.com/ershoufang/102101695008.html,19,91,1,0,2011,0,79.5,5,3,2
https://sy.lianjia.com/ershoufang/102108825297.html,50,110,2,2,2020,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102108704207.html,33,91,1,1,2012,3,86.0,5,3,1
https://sy.lianjia.com/ershoufang/102105752783.html,61,109,2,2,2006,3,75.0,5,3,2
https://sy.lianjia.com/ershoufang/102103795104.html,33,90,1,0,2012,3,79.8,5,3,2
https://sy.lianjia.com/ershoufang/102106999436.html,19,97,1,2,2000,3,79.0,5,3,2
https://sy.lianjia.com/ershoufang/102108834377.html,61,94,1,1,2007,3,89.8,5,3,2
https://sy.lianjia.com/ershoufang/102108761434.html,33,91,1,1,2007,3,83.0,5,3,2
https://sy.lianjia.com/ershoufang/102108501442.html,50,98,2,1,2020,3,88.0,5,3,1
https://sy.lianjia.com/ershoufang/102105555061.html,61,104,1,2,2006,3,79.0,5,3,1
https://sy.lianjia.com/ershoufang/102105171629.html,33,94,1,1,2011,3,89.0,5,3,2
https://sy.lianjia.com/ershoufang/102106775088.html,58,95,2,2,2015,3,88.0,5,3,2
https://sy.lianjia.com/ershoufang/102104973833.html,21,92,1,1,2007,3,86.0,5,3,1
https://sy.lianjia.com/ershoufang/102108106940.html,61,95,1,1,2004,3,80.0,5,3,1
https://sy.lianjia.com/ershoufang/102108440549.html,61,90,1,1,1997,3,70.0,5,3,1
https://sy.lianjia.com/ershoufang/102107313808.html,16,98,1,0,2007,3,65.0,5,3,2
https://sy.lianjia.com/ershoufang/102106935269.html,66,97,1,1,2004,3,69.0,5,3,1
https://sy.lianjia.com/ershoufang/102107306231.html,26,97,1,0,2008,2,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108737295.html,50,98,1,2,2020,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102106775088.html,58,95,2,2,2015,3,88.0,5,3,2
https://sy.lianjia.com/ershoufang/102108875522.html,50,94,1,2,2020,3,89.0,5,3,1
https://sy.lianjia.com/ershoufang/102107306231.html,26,97,1,0,2008,2,85.0,5,3,1
https://sy.lianjia.com/ershoufang/102108737295.html,50,98,1,2,2020,3,85.0,5,3,2
https://sy.lianjia.com/ershoufang/102108667596.html,50,81,2,2,2016,3,59.0,5,3,2
https://sy.lianjia.com/ershoufang/102107901255.html,33,88,1,2,2011,3,45.0,5,3,1
https://sy.lianjia.com/ershoufang/102108130792.html,61,84,1,2,2005,3,55.0,5,3,1
https://sy.lianjia.com/ershoufang/102107849475.html,66,76,2,2,2004,3,55.0,5,3,1
https://sy.lianjia.com/ershoufang/102108079476.html,31,83,1,0,2009,3,53.7,5,3,1
https://sy.lianjia.com/ershoufang/102106254410.html,26,73,1,1,2007,3,49.0,5,3,1
https://sy.lianjia.com/ershoufang/102107518409.html,16,71,2,2,2009,3,60.0,5,3,2
https://sy.lianjia.com/ershoufang/102106696275.html,61,85,1,1,1997,2,50.0,5,3,1
https://sy.lianjia.com/ershoufang/102107841702.html,17,87,1,0,1995,3,46.0,5,3,1
https://sy.lianjia.com/ershoufang/102106074916.html,14,79,1,1,2001,3,57.0,5,3,1
https://sy.lianjia.com/ershoufang/102107712113.html,14,81,1,1,2001,3,55.0,5,3,1
https://sy.lianjia.com/ershoufang/102108463390.html,61,75,1,1,1990,3,46.0,5,3,0
